Ministries/Departments,Head Of Expenditure,Detailed Head Of Expenditure,Actual 2021-2022 Total,Budget 2022-2023 Total,Revised 2022-2023 Total,Budget 2023-2024 Total,Anomaly,Anomaly_Flag
Ministry of Power,Creation of a Central Transmission Utility (CTU),Total Creation of a Central Transmission Utility (CTU),0.0,0.01,0.05,0.01,1,Normal
Ministry of Power,Payment Pertaining to International Arbitration Case,Total Payment Pertaining to International Arbitration Case,11.95,28.0,12.0,12.0,1,Normal
Ministry of Power,Manufacturing Zones under Atmanirbhar Bharat Package,Total Manufacturing Zones under Atmanirbhar Bharat Package,0.0,100.0,10.0,100.0,1,Normal
Ministry of Power,Subsidy to Indian Shipping Companies,Total Subsidy to Indian Shipping Companies,0.0,10.0,0.01,0.01,1,Normal
Ministry of Power,Additional fund for PMRP (J&K),Total Additional fund for PMRP (J&K),0.0,0.0,0.01,0.01,1,Normal
Ministry of Power,Viability Gap Funding,Total Viability Gap Funding,0.0,0.0,0.0,0.01,1,Normal
Ministry of Power,Power,Total Power,18722.76,13661.63,10427.58,17003.29,1,Normal
Ministry of Power,Secretariat-Economic Services,Total Secretariat-Economic Services,45.52,56.0,53.71,57.13,1,Normal
Ministry of Power,Capital Outlay on Power Projects,Total Capital Outlay on Power Projects,28.16,13.11,23.12,16.8,1,Normal
Ministry of Power,Loans for  Power Projects,Total Loans for  Power Projects,2798.49,0.0,0.0,0.0,1,Normal
Ministry of Power,North Eastern Areas,Total North Eastern Areas,0.0,2344.0,2602.17,3594.1,1,Normal
Ministry of Power,Power System Operation Corporation Limited,Total Power System Operation Corporation Limited,107.28,36.87,36.87,67.0,1,Normal
Ministry of Power,National Hydro Electric Power Corporation Limited,Total National Hydro Electric Power Corporation Limited,5523.35,7361.05,7128.95,10857.22,1,Normal
Ministry of Power,Damodar Valley Corporation Limited,Total Damodar Valley Corporation Limited,2752.56,2009.87,2010.0,2708.0,1,Normal
Ministry of Power,North Eastern Electric Power Corporation Limited,Total North Eastern Electric Power Corporation Limited,707.89,900.81,1133.26,2018.59,1,Normal
Ministry of Power,Satluj Jal Vidyut Nigam Limited,Total Satluj Jal Vidyut Nigam Limited,5259.39,8000.0,8000.0,10000.0,1,Normal
Ministry of Power,Tehri Hydro Development Corporation Limited,Total Tehri Hydro Development Corporation Limited,3232.51,3207.54,3315.0,3900.41,1,Normal
Ministry of Power,Power Grid Corporation of India Limited,Total Power Grid Corporation of India Limited,9426.0,7500.0,8800.0,8800.0,1,Normal
Ministry of Power,Rural Electrification Corporation,Total Rural Electrification Corporation,0.0,0.0,0.0,0.0,1,Normal
Ministry of Power,National Thermal Power Corporation Limited,Total National Thermal Power Corporation Limited,21126.07,22454.0,22454.0,22454.0,1,Normal
Ministry of Railways,Working Expenses,Total Working Expenses,92108.67,99471.64,99822.11,22454.0,-1,Fraud
Ministry of Railways,Working Expenses,Staff Cost,92363.3,99839.7,100182.61,105235.44,-1,Fraud
Ministry of Railways,Working Expenses,Office Expenses (Contigent Expenses),1530.63,2271.94,2139.5,2295.08,1,Normal
Ministry of Railways,Working Expenses,Less Receipts,-1785.26,-2640.0,-2500.0,-2700.0,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Total Other Ordinary Working Expenses,112497.66,132528.36,138177.89,-2700.0,-1,Fraud
Ministry of Railways,Other Ordinary Working Expenses,Diesel for Traction,17537.18,15002.99,19358.85,14358.85,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Electricity for Traction,13230.4,14550.0,17500.05,20464.46,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Materials for Repairs and Maintenance,8447.89,8170.29,9601.51,9792.88,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Contractual Payments,7468.8,8206.7,9330.24,9568.14,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Lease/Hire Charges payable to Indian Railway Finance Corporation etc.,13895.93,20013.13,19855.38,23782.12,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Inter Railway Financial Adjusment (Transfer of Debits/Credits),880.16,770.79,912.92,903.57,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Electricity for Non-Traction,1581.09,1714.1,1775.58,1840.1,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Fuel for other than Traction,640.93,587.33,1205.07,1254.36,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,"Excise-Sales Tax, VAT etc",763.87,664.57,800.15,818.78,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Security -Government Railway  Police etc,1025.81,1118.67,1204.13,1295.18,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Compensation Claims and Workmen' Compensation Claim,669.15,633.38,586.19,598.21,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Catering,5.4,16.2,365.03,367.9,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Annual Maintenance Contract / Spectrum Charges etc,406.63,303.15,273.22,271.37,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Miscellaneous Expenditure,1062.93,962.07,1166.78,1060.57,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Appropriation to Depreciation Reserve Fund,0.0,2000.0,1000.0,1000.0,1,Normal
Ministry of Railways,Other Ordinary Working Expenses,Appropriation to Pension Fund,48200.0,60100.0,56100.0,70616.0,-1,Fraud
Ministry of Railways,Other Ordinary Working Expenses,Expenditure on Pension,51935.25,58000.0,56000.0,62000.0,-1,Fraud
Ministry of Railways,Other Ordinary Working Expenses,Deduct amount met from Pension Fund,-51935.25,-58000.0,-56000.0,-62000.0,-1,Fraud
Ministry of Railways,Other Ordinary Working Expenses,Less Recoveries,-3318.51,-2285.01,-2857.21,-2733.01,1,Normal
Ministry of Railways,Appropriation to Railway Funds from Surplus,Total Appropriation to Railway Funds from Surplus,0.0,0.0,0.0,-2733.01,1,Normal
Ministry of Railways,Appropriation to Railway Funds from Surplus,Appropriation to Development Fund,0.0,1000.0,1092.77,1210.0,1,Normal
Ministry of Railways,Appropriation to Railway Funds from Surplus,Appropriation to Capital Fund,0.0,2360.0,1300.0,0.0,1,Normal
Ministry of Railways,Appropriation to Railway Funds from Surplus,Appropriation to Rashtirya Rail Sanraksha Kosh,0.0,2000.0,0.0,1000.0,1,Normal
Ministry of Railways,Appropriation to Railway Funds from Surplus,Less Receipts,0.0,-5360.0,-2392.77,-2210.0,1,Normal
Ministry of Railways,Railway Revenue Receipts,Total Railway Revenue Receipts,-189581.75,-232000.0,-238000.0,-2210.0,-1,Fraud
Ministry of Railways,Railway Revenue Receipts,Passenger,-39214.39,-58500.0,-64000.0,-70000.0,-1,Fraud
Ministry of Railways,Railway Revenue Receipts,Other Coaching,-4899.56,-6000.0,-6500.0,-7000.0,1,Normal
Ministry of Railways,Railway Revenue Receipts,Goods,0.0,0.0,0.0,0.0,1,Normal
Ministry of Railways,Railway Revenue Receipts,Sundry,-5954.85,-10000.0,-7100.0,-8000.0,1,Normal
Ministry of Railways,Railway Revenue Receipts,Suspense,0.0,-100.0,-92.77,-100.0,1,Normal
Ministry of Railways,Railway Revenue Receipts,Other Miscellaneous Receipts,-160.53,-400.0,-200.0,-400.0,1,Normal
Ministry of Railways,Budget Support from General Revenues,Total Budget Support from General Revenues,2947.02,3267.13,3211.9,-400.0,1,Normal
Ministry of Railways,Budget Support from General Revenues,Reimbursement of losses on operation of Strategic lines,2358.12,2447.13,2461.9,487.51,1,Normal
Ministry of Railways,Budget Support from General Revenues,"Emergency Response and Health System Preparedness Package, etc.",0.0,0.0,0.0,0.0,1,Normal
Ministry of Railways,Budget Support from General Revenues,Debt Servicing (interest component) against market borrowings for National Projects in 2018-19,588.9,820.0,750.0,780.0,1,Normal
Ministry of Railways,Transfer to Central Road and Infrastructure Fund,Total Transfer to Central Road and Infrastructure Fund,59700.0,52700.0,0.0,12049.7,-1,Fraud
Ministry of Railways,Transfer to National Investment Fund,Total Transfer to National Investment Fund,36800.0,50000.0,35000.02,29434.99,-1,Fraud
Ministry of Railways,New Lines,Total New Lines,20783.9,25243.0,24914.07,31850.0,1,Normal
Ministry of Railways,Gauge Conversion,Total Gauge Conversion,2343.47,2850.0,3220.0,4600.0,1,Normal
Ministry of Railways,Doubling,Total Doubling,8681.95,12108.08,24092.66,30749.4,1,Normal
Ministry of Railways,Computerisation,Total Computerisation,317.83,470.0,462.16,425.0,1,Normal
Ministry of Railways,Traffic Facilities - Yard Remodelling and Others,Total Traffic Facilities - Yard Remodelling and Others,1830.47,2045.0,2240.0,6715.0,1,Normal
Ministry of Railways,Railway Research,Total Railway Research,30.82,51.05,107.0,61.5,1,Normal
Ministry of Railways,Rolling Stock,Total Rolling Stock,13492.54,7977.84,15157.86,37581.0,1,Normal
Ministry of Railways,Leased assets - Payment of Capital Component,Total Leased assets - Payment of Capital Component,14580.8,22188.0,18898.0,22228.57,1,Normal
Ministry of Railways,Road Safety Works - Level Crossings,Total Road Safety Works - Level Crossings,450.36,1000.0,750.0,700.0,1,Normal
Ministry of Railways,Road Safety Works - Road Over/Under Bridges,Total Road Safety Works - Road Over/Under Bridges,4225.24,6500.0,6000.0,7400.0,1,Normal
Ministry of Railways,Track Renewals,Total Track Renewals,16557.88,13335.47,15388.05,17296.84,1,Normal
Ministry of Railways,"Bridge Works, Turnnel Works and Approaches","Total Bridge Works, Turnnel Works and Approaches",1302.18,940.0,1215.0,1255.0,1,Normal
Ministry of Railways,Signalling and Telecom,Total Signalling and Telecom,2145.07,2500.0,2428.37,4198.22,1,Normal
Ministry of Railways,Electrification Projects,Total Electrification Projects,0.37,0.0,214.22,8070.0,1,Normal
Ministry of Railways,Other Electrical Works,Total Other Electrical Works,628.21,650.0,676.17,1650.0,1,Normal
Ministry of Railways,Machinery and Plant,Total Machinery and Plant,898.18,600.0,537.91,740.0,1,Normal
Ministry of Railways,Workshop Including Production Units,Total Workshop Including Production Units,2669.86,2045.0,2670.96,4600.5,1,Normal
Ministry of Railways,Staff Welfare,Total Staff Welfare,473.35,495.0,462.56,628.82,1,Normal
Ministry of Railways,Customer Amenities,Total Customer Amenities,1995.75,2700.0,3824.2,13355.0,1,Normal
Ministry of Railways,Investment in PSU/JV/SPV etc.,Total Investment in PSU/JV/SPV etc.,25750.57,38686.59,28980.87,34353.55,1,Normal
Ministry of Railways,Other Specified Works,Total Other Specified Works,543.02,740.0,856.82,1300.0,1,Normal
Ministry of Railways,Training/Human Resource Development,Total Training/Human Resource Development,76.13,335.0,154.0,305.0,1,Normal
Ministry of Railways,Stores Suspense,Total Stores Suspense,17874.22,20880.32,21527.64,29512.87,1,Normal
Ministry of Railways,Manufacturing Suspense,Total Manufacturing Suspense,37550.34,47065.22,46744.86,55855.18,-1,Fraud
Ministry of Railways,Miscellaneous Advances,Total Miscellaneous Advances,1869.26,1082.13,1039.23,1304.93,1,Normal
Ministry of Railways,Metropolitan Transportation Projects,Total Metropolitan Transportation Projects,2524.31,2000.0,1838.0,2450.0,1,Normal
Ministry of Railways,Transfer to Rashtirya Rail Sanraksha Kosh,Total Transfer to Rashtirya Rail Sanraksha Kosh,25000.0,12000.0,10000.0,2450.0,1,Normal
Ministry of Railways,Transfer to Rashtirya Rail Sanraksha Kosh,From Gross Budgetary Support,25000.0,10000.0,10000.0,10000.0,1,Normal
Ministry of Railways,Transfer to Rashtirya Rail Sanraksha Kosh,From Railways' Resources,0.0,2000.0,0.0,0.0,1,Normal
Ministry of Railways,Transfer to Railway Safety Fund,Total Transfer to Railway Safety Fund,10600.0,0.0,35000.0,45000.0,1,Normal
Ministry of Railways,Sovereign Green Fund,Total Sovereign Green Fund,0.0,0.0,10239.0,45000.0,1,Normal
Ministry of Railways,Sovereign Green Fund,Transfer to Sovereign Green Fund,0.0,0.0,10239.0,12479.0,1,Normal
Ministry of Railways,Sovereign Green Fund,Production of energy efficient three phase electric locos,0.0,0.0,8541.0,9929.0,1,Normal
Ministry of Railways,Sovereign Green Fund,Dum Dum airport New Garia via Rajerhat construction of Metro railway New Garia (Kavi Subhas) Biman Bandar,0.0,0.0,904.0,1200.0,1,Normal
Ministry of Railways,Sovereign Green Fund,Joka Binoy Badal Dinesh Bagh via Majerhat construction of Metro Railway,0.0,0.0,794.0,1350.0,1,Normal
Ministry of Railways,Sovereign Green Fund,Amount met from Sovereign Green Fund,0.0,0.0,-10239.0,-12479.0,1,Normal
Ministry of Railways,Amount met from,Total Amount met from,-194425.54,-192087.7,-155539.63,-12479.0,-1,Fraud
Ministry of Railways,Amount met from,Central Road and Infrastructure Fund,-59700.0,-52700.0,0.0,-12049.7,1,Normal
Ministry of Railways,Amount met from,National Investment Fund,-36800.0,-50000.0,-35000.02,-29434.99,-1,Fraud
Ministry of Railways,Amount met from,Capital Fund,0.0,-2000.0,-1300.0,0.0,1,Normal
Ministry of Railways,Amount met from,Depreciation Reserve Fund,-661.02,-2000.0,-1000.0,-1000.0,1,Normal
Ministry of Railways,Amount met from,Development Fund,-1032.65,-1000.0,-1000.0,-1000.0,1,Normal
Ministry of Railways,Amount met from,Credits or Recoveries,-60389.0,-72187.7,-71039.61,-88465.38,-1,Fraud
Ministry of Railways,Amount met from,Nirbhaya Fund,-5.63,-200.0,-200.0,-200.0,1,Normal
Ministry of Railways,Amount met from,Rashtriya Rail Sanraksha Kosh,-24731.54,-12000.0,-11000.0,-11000.0,1,Normal
Ministry of Railways,Amount met from,Railway Safety Fund,-11105.7,0.0,-35000.0,-45000.0,1,Normal
Ministry of Railways,"Indian Railways - Policy Formulation, Direction, Research and Other Miscelllaneous Organisations","Total Indian Railways - Policy Formulation, Direction, Research and Other Miscelllaneous Organisations",0.0,0.0,0.0,0.0,1,Normal
Ministry of Railways,Indian Railways - Commercial  Lines - Working Expenses,Total Indian Railways - Commercial  Lines - Working Expenses,15024.58,0.0,0.0,0.0,1,Normal
Ministry of Railways,Indian Railways - Strategic Lines - Working Expenses,Total Indian Railways - Strategic Lines - Working Expenses,0.0,0.0,0.0,0.0,1,Normal
Ministry of Railways,Appropriation from Railway Surplus,Total Appropriation from Railway Surplus,0.0,0.0,0.0,0.0,1,Normal
Ministry of Railways,Other Transport Services,Total Other Transport Services,2947.02,3267.13,3211.9,1267.51,1,Normal
Ministry of Railways,Capital Outlay on Indian Railways - Commercial Lines,Total Capital Outlay on Indian Railways - Commercial Lines,117231.73,136978.91,158997.06,239924.78,-1,Fraud
Ministry of Railways,Capital Outlay on Indian Railways - Strategic Lines,Total Capital Outlay on Indian Railways - Strategic Lines,38.81,121.09,102.94,75.22,1,Normal
Ministry of Railways,Indian Railway Finance Corporation,Total Indian Railway Finance Corporation,60683.41,66500.0,48500.0,0.0,-1,Fraud
Ministry of Railways,Dedicated Freight Corridor Corporation of India Ltd,Total Dedicated Freight Corridor Corporation of India Ltd,12544.0,15710.44,33315.71,27482.0,1,Normal
Ministry of Railways,Kolkata Metro Rail Corporation Limited,Total Kolkata Metro Rail Corporation Limited,922.64,1100.0,1000.0,1000.0,1,Normal
Ministry of Railways,National High Speed Rail Corporation Limited,Total National High Speed Rail Corporation Limited,12250.0,24102.0,31000.0,40184.0,1,Normal
Ministry of Railways,Equity in State Joint Ventures and Others,Total Equity in State Joint Ventures and Others,585.65,9200.0,3316.99,3570.55,1,Normal
Ministry of Railways,Indian Railways,Total Indian Railways,93284.56,105563.27,134636.01,208646.45,-1,Fraud
Ministry of Railways,Public Private Partnership and Others,Total Public Private Partnership and Others,10388.41,23424.29,3124.29,10550.0,1,Normal
Ministry of Railways,Bengaluru Suburban Transport Project by K RIDE,Total Bengaluru Suburban Transport Project by K RIDE,0.0,0.0,150.0,1350.0,1,Normal
Ministry of Road Transport and Highways,Secretariat,Total Secretariat,130.7,163.23,163.23,184.33,1,Normal
Ministry of Road Transport and Highways,National Highways Authority of India,Total National Highways Authority of India,57080.64,134015.0,141605.62,184.33,-1,Fraud
Ministry of Road Transport and Highways,National Highways Authority of India,Investment in NHAI,57055.27,134015.0,141605.62,162207.0,-1,Fraud
Ministry of Road Transport and Highways,National Highways Authority of India,Transfer to Central Road and Infrastructure Fund(CRIF),39410.0,100100.0,113600.0,1400.0,-1,Fraud
